,Order,Family,Species,Common name,Habitat,Feeding strategy,Trophic level,IUCN,Fisheries interest,G/GI,"Method 1,2,3",N,N of fish ingested,FO (%) ,PL (N/fish),Plastic type,Polymers,"Plastic size (mm)         < 1, 1-5, > 5",Life stage,Length (cm),Location,Region,Reference,Purpose of the study,Comments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623,,Tetraodontidae,Colomesus psittacus,Banded puffer,"N, D",BP,3.6,LC,N,GI,2,5,,no,,,,,,10,Atlantic South - Brasil,ATL S,"Vendel et al., 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,,,,,,,,,,GI,2,2,0,0.00,,,,,,,Atlantic North - Brazil,ATL N,"Pegado et al., 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,,,Lagocephalus laevigatus,Smooth puffer,"N-O, P",BP,4,NE,Y,G ,2,1,0,0.00,,,,,,,Atlantic South - Brazil,ATL S,"Miranda & de Carvalho-Souza, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,,,Lagocephalus spadiceus,Half-smooth gold puffie,"N, D",BP,3.7,LC,N,GI,3,1,0,0.00,,,,,,,Mediterranean - East ,MED,Guven et al 2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,,,Sphoeroides greeleyi,Green puffer,"N, D",BP,3.5,LC,n/a,GI,2,31,,no,,,,,,2-7,Atlantic South - Brasil,ATL S,"Vendel et al., 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
628,,,Sphoeroides testudineus,Checkered puffer,"N, D",BP,3.4,LC,N,GI,2,55,,yes,,,,,,3-9,Atlantic South - Brasil,ATL S,"Vendel et al., 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
629,Zeiformes,Zeidae,Zeus faber,John dory,"N, BP",BP,4.5,NE,Y,GI,2,42,20,47.62,2.6,fibres,rayon,1-5,J-A,,Atlantic North - English Channel,ATL N,"Lusher et al., 2013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,,,,,,,,,,G,2,1,1,100.00,1,fibres,"PE, PA, Ra, PEs, PMMA ",1-5,,31,Atlantic North - Portugal,ATL N,"Neves et al., 2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
631,,,,,,,,,,G,1,1346,0,0.00,,,,,,,Atlantic North - Spain,ATL N,"Lopez-Lopez et al., 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
632,Elasmobranchii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,Carcharhiniformes,Carcharhinidae,Carcharhinus amboinensis,Pigeye shark,"N, BP",PP,4.3,DD,Y,G,1,222,0,0.00,,,,,,,Indian Ocean - South Africa,IND,"Cliff et al., 2002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,,,Carcharhinus brachyurus,Bronze whaler,"N-O, BP",PP,4.5,NT,Y,G,1,1404,1,0.07,,,,,,177 PCL,Indian Ocean - South Africa,IND,"Cliff et al., 2002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
635,,,Carcharhinus brevipinna,Spinner shark,"N-O, P",PP,4.2,NT,Y,G,1,1699,0,0.00,,,,,,,Indian Ocean - South Africa,IND,"Cliff et al., 2002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
636,,,Carcharhinus leucas,Bull shark,"N, BP",PP,4.3,NT,Y,G,1,661,4,0.61,,,,,,144-167 PCL,Indian Ocean - South Africa,IND,"Cliff et al., 2002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637,,,Carcharhinus limbatus,Blacktip shark,"N, BP",PP,4.4,NT,Y,G,1,1785,4,0.22,,,,,,118-164 PCL,Indian Ocean - South Africa,IND,"Cliff et al., 2002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638,,,Carcharhinus obscurus,Dusky shark,"N, BP",PP,4.3,VU,Y,G,1,2741,4,0.15,,,,,,75-258 PCL,Indian Ocean - South Africa,IND,"Cliff et al., 2002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
639,,,Carcharhinus plumbeus,Sandbar shark,"N-O, BP",PP,4.5,VU,Y,G,1,379,0,0.00,,,,,,,Indian Ocean - South Africa,IND,"Cliff et al., 2002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,,,Galeocerdo cuvier,Tiger shark,"N-O, BP",PP,4.5,NT,Y,G,1,505,38,7.52,,,,,,123-256 PCL,Indian Ocean - South Africa,IND,"Cliff et al., 2002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,,,Prionace glauca,Blue shark,"O, P",PP,4.4,NT,N,G,2,95,24,25.26,4.5,,,> 5,,,Mediterranean - W Ligurian Sea,MED,"Bernardini et al., 2018",,Only provided the number of full stomachs with plastics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642,,,Rhizoprionodon lalandii,Brazilian sharpnose shark,"N, D",PP,4.3,DD,Y,G ,2,6,2,33.33,,plastic pellets,,1-5,,,Atlantic South - Brazil,ATL S,"Miranda & de Carvalho-Souza, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643,,Triakidae,Mustelus canis,Dusky smooth-hound,"N-O, D",BP,3.6,NT,Y,GI,2,2,0,0.00,,,,,,,Atlantic North - Brazil,ATL N,"Pegado et al., 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
644,,,Mustelus higmani,Smalleye smooth-hound,"N-O, D",BP,3.6,LC,Y,GI,2,3,0,0.00,,,,,,,Atlantic North - Brazil,ATL N,"Pegado et al., 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645,,Scyliorhinidae,Galeus melastomus   ,Blackmouth catshark,"N-O, D",BP,4.2,LC,Y,G,2,125,21,16.80,,"filam, fragm.","Cellph, PET, PA, PP",,,26-32TL,Mediterranean - West,MED,"Alomar & Deudero, 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646,,,,,,,,,,GI,2,741,24,3.24,,various,,> 5,,25.4-51.2 TL,Mediterranean - Eastern Ionian Sea,MED,"Anastasopoulou et al., 2013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647,,,,,,,,,,"G, GI, I",1,220,,yes,,,,,,26.8-61.0,Mediterranean - West,MED,"Cartes et al., 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648,,,Galeus spp. ,,,,,,,G,1,2962,3,0.10,,,,,,33,Atlantic North - Spain,ATL N,"Lopez-Lopez et al., 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649,,,Scyliorhinus canicula ,Lesser spotted dogfish,"N-O, D",BP,3.8,LC,Y,G,2,20,4,20.00,1.5,"fibers, fragm","PE, PP, PA, Ra, PEs, PMMA ",1-5,J,33-47,Atlantic North - Portugal,ATL N,"Neves et al., 2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650,,,,,,,,,,G,3,72,11,15.28,1,fibres,,< 1,,33.3,Atlantic North - Spain,ATL N,"Bellas et al., 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651,,,,,,,,,,GI,1,20,3,15.00,1,fragments,,> 5,,~65,Atlantic North - UK,ATL N,Smith 2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
652,,,,,,,,,,GI ,2,1,0,0.00,,,,,,,Mediterranean - Eastern Ionian Sea,MED,"Anastasopoulou et al., 2013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
653,,,,,,,,,,G,2,5,0,0.00,,,,,,,Mediterranean - West,MED,"Alomar & Deudero, 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654,,,,,,,,,,G,1,9981,7,0.07,,,,,,44,Atlantic North - Spain,ATL N,"Lopez-Lopez et al., 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655,,Sphyrnidae,Sphyrna lewini,Scalloped hammerhead,"O, P",PP,4.1,EN,Y,G,1,1916,2,0.10,,plastic bags,PE,,,121-131 PCL,Indian Ocean - South Africa,IND,"Cliff et al., 2002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656,,,Sphyrna mokarran,Great hammerhead,"O, P",PP,4.3,EN,Y,G,1,177,0,0.00,,,,,,,Indian Ocean - South Africa,IND,"Cliff et al., 2002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657,,,Sphyrna tiburo,Bonnethead,"N, D",BP,3.9,LC,Y,GI,2,2,2,100.00,9,pellets,,1-5,,,Atlantic North - Brazil,ATL N,"Pegado et al., 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,,,Sphyrna zygaena,Smooth hammerhead,"O, P",PP,4.9,VU,Y,G,1,1154,2,0.17,,,,,,103-111 PCL,Indian Ocean - South Africa,IND,"Cliff et al., 2002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
659,Lamniformes,Alopiidae,Alopias superciliosus,Bigeye thresher,"O, P",PP,4.5,VU,Y,n/a,1,1,,yes,2,plastic film,,> 5,,"346TL, 190 SL  ",Indian Ocean - SW Indian Coast,IND,"Benjamin et al., 2014",Incidence report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660,,Lamnidae,Carcharodon carcharias,Great White shark,"O, P",PP,4.5,VU,Y,G,1,524,2,0.38,,,,,,228-257 PCL,Indian Ocean - South Africa,IND,"Cliff et al., 2002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
661,,,Isurus oxyrinchus,Shortfin mako shark,"O, P",PP,4.5,VU,Y,G,1,231,2,0.87,,,,,,208-210 PCL,Indian Ocean - South Africa,IND,"Cliff et al., 2002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662,,,Lamna nasus,Porbeagle,"O, P",PP,4.6,VU,Y,n/a,1,1022,,yes,,,,,,85-264,Atlantic North - Canada,ATL N,"Joyce et al., 2002",Diet study,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663,,Odantaspididae,Carcharias taurus,Sand tiger shark,"N, BP",PP,4.5,VU,Y,G,1,2268,1,0.04,,,,,,170 PCL,Indian Ocean - South Africa,IND,"Cliff et al., 2002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664,Myliobatiformes,Dasyatidae,Hypanus americanus,Southern stingray,"N, B",BP,3.5,DD,Y,G ,2,3,0,0.00,,,,,,,Atlantic South - Brazil,ATL S,"Miranda & de Carvalho-Souza, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665,,,Pteroplatytrygon violacea  ,Pelagic stingray,"O, P",PP,4.4,LC,BC,GI,2,2,1,50.00,6,plastic bags,,> 5,,43.5 TL,Mediterranean - Eastern Ionian Sea,MED,"Anastasopoulou et al., 2013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666,,Myliobatidae,Rhinoptera bonasus,Cownose ray,"N-O, B",BP,3.2,NT,Y,GI,2,1,0,0.00,,,,,,,Atlantic North - Brazil,ATL N,"Pegado et al., 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
667,Orectolobiformes,Rhincodontidae,Rhincodon typus,Whale shark,"O, P",P ,3.6,VU,Y,n/a,1,1,,yes,1,plastic straw,,> 5,,550,Indian Ocean - Thailand,IND,"Haetrakul et al., 2007",Incidence report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
668,Rajiformes,Rajidae,Dipturus oxyrinchus,Longnosed skate,"N-O, B ",BP,3.5,NT,Y,GI ,2,10,0,0.00,,,,,,,Mediterranean - Eastern Ionian Sea,MED,"Anastasopoulou et al., 2013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669,,,Leucoraja circularis,Sandy ray,"N-O, B",BP,3.5,EN,Y,G,1,34,0,0.00,,,,,,,Atlantic North - Spain,ATL N,"Lopez-Lopez et al., 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670,,,Leucoraja naevus,Cuckoo ray,"N-O, B",BP,4.2,LC,Y,G,1,381,1,0.26,,,,,,52,Atlantic North - Spain,ATL N,"Lopez-Lopez et al., 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
671,,,Raja asterias,Mediterranean starry ray,"N, D",BP,3.5,LC,Y,G,2,7,3,42.86,1.33,fibres,"PE, PA, Ra, PEs, PMMA ",1-5,,,Atlantic North - Portugal,ATL N,"Neves et al., 2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672,,,Raja clavata,Thornback ray,"N, B ",BP,3.8,NT,Y,GI,2,2,0,0.00,,,,,,,Mediterranean - Eastern Ionian Sea,MED,"Anastasopoulou et al., 2013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
673,,,,,,,,,,G,1,2705,0,0.00,,,,,,,Atlantic North - Spain,ATL N,"Lopez-Lopez et al., 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
674,,,Raja montagui,Spotted ray,"N, B",BP,3.9,LC,Y,G,1,1421,0,0.00,,,,,,,Atlantic North - Spain,ATL N,"Lopez-Lopez et al., 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
675,Squaliformes,Centrophoridae,Centrophorus granulosus,gulper shark,"O, D",PP,4.1,VU,Y,GI ,2,5,0,0.00,,,,,,,Mediterranean - Eastern Ionian Sea,MED,"Anastasopoulou et al., 2013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676,,,Deania calcea,Birdbeak dogfish,"O, BP",PP,4.3,LC,Y,G,1,130,0,0.00,,,,,,,Atlantic North - Spain,ATL N,"Lopez-Lopez et al., 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677,,Etmopteridae,Etmopterus spinax  ,Velvet-belly lanternshark,"O, D",PP,4.1,LC,Y,GI,2,16,1,6.25,,hard plastic,,> 5,,32.5 TL,Mediterranean - Eastern Ionian Sea,MED,"Anastasopoulou et al., 2013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678,,,,,,,,,,"G, GI, I",1,13,1,7.69,,,,,,38.3-44.3,Mediterranean - West,MED,"Cartes et al., 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
679,,,,,,,,,,G,2,8,4,50.00,,filaments,"PET, celloph, PA",,,,Mediterranean - West,MED,"Alomar & Deudero, 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
680,,,,,,,,,,G,1,756,0,0.00,,,,,,,Atlantic North - Spain,ATL N,"Lopez-Lopez et al., 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
681,,Somniosidae,Centroscymnus coelolepis,Portuguese dogfish,"O, D",PP,4.5,NT,Y,"G, GI, I",1,54,1,1.85,,,,,,24.3-66.0,Mediterranean - West,MED,"Cartes et al., 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682,,,Scymnodon ringens,Knifetooth dogfish,"O, BP",PP,3.9,DD,Y,G,1,49,0,0.00,,,,,,,Atlantic North - Spain,ATL N,"Lopez-Lopez et al., 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
683,,Squalidae,Squalus acanthias,Picked dogfish,"N-O, BP",PP,4.4,VU,Y,GI,3,9,4,44.44,1.25,fragments,PE,1-5,,47.6,Mediterranean - Adriatic,MED,"Avio et al., 2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
684,,,,,,,,,,GI ,2,10,0,0.00,,,,,,,Mediterranean - Eastern Ionian Sea,MED,"Anastasopoulou et al., 2013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
685,,,Squalus blainville,Longnose spurdog,"N-O, D",PP,4,DD,Y,GI,2,75,1,1.33,,plastic bags,,> 5,,66.5 TL,Mediterranean - Eastern Ionian Sea,MED,"Anastasopoulou et al., 2013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686,Torpediniformes,Narcinidae,Narcine brasiliensis,Brazilian electric ray,"N, B",BP,3.2,DD,Y,GI,2,6,1,16.67,3,pellets,,1-5,,,Atlantic North - Brazil,ATL N,"Pegado et al., 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
687,,Torpedinidae,Torpedo torpedo,Common torpedo,"N, D",BP,4.5,DD,N,G,2,1,0,0.00,,,,,,,Atlantic North - Portugal,ATL N,"Neves et al., 2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688,Holocephali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
689,Chimaeriformes,Chimaeridae,Chimera monstrosa,Ratfish,"N, D",BP,3.5,NT,BC,G,2,2,0,0.00,,,,,,,Mediterranean - West,MED,"Alomar & Deudero, 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
